Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Franz Wagner,SF,21,ORL,79,79,32.8,6.8,14.1,.485,1.6,4.5,.362,5.2,9.5,.544,.544,3.4,4.0,.839,0.9,3.2,4.1,3.5,0.9,0.2,2.1,2.3,18.7
Moritz Wagner,C,25,ORL,57,18,19.5,3.5,6.9,.500,0.9,2.9,.313,2.6,4.1,.631,.564,2.7,3.2,.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5
Ish Wainright,SF,28,PHO,59,1,15.0,1.4,3.7,.371,0.9,2.8,.327,0.5,0.9,.509,.495,0.4,0.5,.862,0.8,1.5,2.2,0.9,0.6,0.4,0.4,1.9,4.1
Jabari Walker,SF,20,POR,54,0,10.7,1.4,3.4,.414,0.3,1.0,.308,1.1,2.5,.455,.457,0.6,0.7,.769,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.2,3.7
Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,.421,0.8,3.1,.250,1.9,3.2,.586,.482,1.9,2.3,.810,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0
Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,.448,1.6,4.4,.365,2.6,5.0,.522,.534,1.6,1.9,.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7
John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,.408,1.0,3.2,.303,3.1,6.7,.459,.457,2.3,3.3,.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,6.4,.489,0.5,1.6,.328,2.6,4.8,.542,.530,0.7,0.8,.800,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5
T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
T.J. Warren,SF,29,PHO,16,0,12.3,1.9,4.4,.429,0.4,1.2,.316,1.5,3.2,.471,.471,0.1,0.1,.500,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2
Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,.367,1.3,3.6,.360,1.7,4.7,.372,.445,0.5,0.8,.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9
P.J. Washington,PF,24,CHO,73,73,32.6,5.9,13.4,.444,2.0,5.9,.348,3.9,7.5,.518,.520,1.7,2.4,.730,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7
TyTy Washington Jr.,PG,21,HOU,30,2,13.7,1.8,5.2,.355,0.6,2.6,.218,1.3,2.6,.494,.410,0.3,0.5,.625,0.1,1.3,1.4,1.6,0.4,0.1,0.5,0.9,4.6
Yuta Watanabe,SF,28,BRK,57,0,15.7,1.9,3.9,.496,1.0,2.3,.450,0.9,1.7,.558,.625,0.6,0.8,.733,0.5,1.8,2.4,0.8,0.4,0.3,0.4,1.4,5.5
Lindy Waters III,SG,25,OKC,40,0,13.0,1.7,4.3,.395,1.4,3.9,.359,0.3,0.4,.750,.558,0.4,0.5,.800,0.4,1.5,1.9,0.7,0.4,0.3,0.3,1.0,5.2
Trendon Watford,PF,22,POR,60,10,18.9,2.8,5.0,.557,0.4,1.0,.367,2.4,4.0,.604,.593,1.1,1.6,.723,0.7,3.2,3.9,2.1,0.5,0.2,1.1,1.9,7.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Watson,SG,20,DEN,21,1,6.8,1.1,2.3,.500,0.3,0.6,.500,0.9,1.7,.500,.563,0.1,0.3,.333,0.3,1.1,1.4,0.3,0.0,0.3,0.3,0.6,2.7
Blake Wesley,SG,19,SAS,35,1,17.2,1.7,5.6,.303,0.5,1.3,.340,1.2,4.2,.291,.344,0.7,1.2,.619,0.3,1.7,2.0,2.5,0.7,0.1,1.7,1.8,4.6
Russell Westbrook,PG,34,TOT,71,22,29.0,5.8,13.5,.433,1.2,3.9,.305,4.6,9.6,.486,.478,2.8,4.3,.655,1.1,4.7,5.8,7.5,1.1,0.5,3.5,2.3,15.7
Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14.0,.417,1.2,4.1,.296,4.6,9.9,.467,.460,3.0,4.6,.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9
Russell Westbrook,PG,34,LAC,19,19,30.0,5.8,12.1,.485,1.2,3.5,.333,4.7,8.6,.546,.533,2.3,3.5,.652,1.1,3.6,4.7,7.6,1.2,0.5,3.5,2.1,15.1
Coby White,SG,22,CHI,73,2,23.5,3.6,8.1,.442,1.7,4.7,.371,1.8,3.4,.540,.550,0.8,1.0,.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.7,9.7
Derrick White,SG,28,BOS,81,69,28.6,4.3,9.3,.462,1.8,4.8,.380,2.5,4.5,.548,.560,2.1,2.4,.875,0.6,3.0,3.6,4.0,0.7,0.9,1.2,2.2,12.5
Jack White,SF,25,DEN,16,0,3.2,0.4,1.0,.438,0.2,0.5,.375,0.3,0.5,.500,.531,0.1,0.2,.667,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.5,1.2
Joe Wieskamp,SF,23,TOR,8,0,4.3,0.4,1.0,.375,0.4,0.9,.429,0.0,0.1,.000,.563,0.0,0.0,,0.0,0.4,0.4,0.1,0.0,0.0,0.1,0.3,1.1
Aaron Wiggins,SG,24,OKC,69,14,18.7,2.7,5.2,.510,0.7,1.8,.397,2.0,3.4,.567,.577,0.9,1.0,.831,1.0,2.1,3.0,1.2,0.6,0.2,0.8,1.6,6.9
Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,.473,2.4,6.1,.396,4.4,8.2,.530,.557,1.2,1.9,.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1
Lindell Wigginton,PG,24,MIL,6,1,9.8,2.2,4.8,.448,0.7,2.3,.286,1.5,2.5,.600,.517,0.5,0.5,1.000,0.0,1.0,1.0,2.2,0.0,0.2,1.2,0.8,5.5
Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Donovan Williams,SG,21,ATL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Williams,PF,24,BOS,78,23,26.1,2.8,6.1,.454,1.5,3.7,.395,1.3,2.3,.546,.575,1.2,1.6,.770,1.1,3.5,4.7,1.7,0.5,0.4,1.1,2.5,8.2
Jalen Williams,SG,21,OKC,75,62,30.3,5.5,10.6,.521,1.0,2.7,.356,4.5,7.9,.579,.567,2.1,2.5,.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1
Jaylin Williams,PF,20,OKC,49,36,18.7,2.1,4.8,.436,0.9,2.3,.407,1.1,2.5,.463,.534,0.8,1.1,.704,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9
Jeenathan Williams,SG,23,POR,3,2,24.7,4.3,7.3,.591,0.3,1.7,.200,4.0,5.7,.706,.614,0.0,0.0,,2.0,1.3,3.3,2.3,1.0,0.7,0.7,3.3,9.0
Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,.517,0.9,2.5,.373,2.4,4.0,.608,.590,0.3,0.7,.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0
Mark Williams,C,21,CHO,42,16,19.0,3.6,5.7,.627,0.0,0.0,,3.6,5.7,.627,.627,1.5,2.2,.692,2.2,4.8,7.0,0.4,0.6,1.0,0.9,2.2,8.7
Patrick Williams,PF,21,CHI,81,65,28.4,3.9,8.3,.466,1.4,3.4,.417,2.4,4.9,.500,.551,1.1,1.3,.857,1.0,3.1,4.0,1.2,0.9,0.9,1.2,1.8,10.3
Robert Williams,C,25,BOS,35,20,23.5,3.6,4.9,.747,0.0,0.0,.000,3.6,4.8,.751,.747,0.7,1.2,.610,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Williams Jr.,SG,22,MEM,14,0,4.1,0.4,1.4,.316,0.2,1.0,.214,0.2,0.4,.600,.395,0.0,0.0,,0.1,0.4,0.5,0.2,0.3,0.1,0.1,0.5,1.1
Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,.424,0.6,2.5,.247,1.5,2.4,.602,.486,0.4,0.5,.778,0.4,1.7,2.1,0.7,0.4,0.1,1.0,1.6,5.2
Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7
Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
James Wiseman,C,21,TOT,44,21,19.1,4.2,7.5,.561,0.1,0.5,.200,4.1,7.0,.584,.567,1.5,2.1,.699,1.5,4.3,5.8,0.7,0.2,0.6,1.1,2.4,10.0
James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,.628,0.0,0.1,.500,2.8,4.4,.630,.633,1.2,1.8,.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
James Wiseman,C,21,DET,23,21,25.2,5.5,10.3,.534,0.1,0.8,.167,5.3,9.5,.564,.540,1.7,2.4,.709,2.1,5.8,7.9,0.7,0.2,0.8,1.4,2.9,12.8
Christian Wood,C,27,DAL,67,17,25.9,5.9,11.5,.515,1.6,4.2,.376,4.3,7.3,.594,.583,3.2,4.2,.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6
Delon Wright,PG,30,WAS,50,14,24.4,2.8,5.8,.474,0.8,2.4,.345,1.9,3.4,.564,.545,1.0,1.2,.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4
McKinley Wright IV,PG,24,DAL,26,1,11.8,1.6,3.4,.466,0.3,1.0,.308,1.3,2.4,.532,.511,0.4,0.6,.688,0.3,1.3,1.6,2.1,0.3,0.2,0.7,0.8,3.9
Gabe York,SG,29,IND,2,0,21.5,2.5,7.0,.357,2.5,6.5,.385,0.0,0.5,.000,.536,1.0,1.0,1.000,0.0,3.0,3.0,2.0,0.5,0.0,0.0,1.0,8.5
Thaddeus Young,PF,34,TOR,54,9,14.7,2.0,3.7,.545,0.1,0.6,.176,1.9,3.0,.622,.561,0.3,0.5,.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4
Trae Young,PG,24,ATL,73,73,34.8,8.2,19.0,.429,2.1,6.3,.335,6.1,12.7,.476,.485,7.8,8.8,.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2
Omer Yurtseven,C,24,MIA,8,0,7.4,1.4,2.3,.611,0.3,0.5,.500,1.1,1.8,.643,.667,0.3,0.4,.667,0.8,1.3,2.0,0.3,0.1,0.1,0.4,1.5,3.3
Cody Zeller,C,30,MIA,14,2,14.6,2.5,4.1,.614,0.0,0.1,.000,2.5,3.9,.636,.614,1.6,2.2,.710,1.7,2.6,4.3,0.6,0.2,0.3,1.0,2.2,6.6
Ivica Zubac,C,25,LAC,74,74,28.7,4.3,6.7,.631,0.0,0.0,.000,4.3,6.7,.634,.631,2.2,3.2,.695,3.1,6.8,10.0,1.0,0.4,1.3,1.6,2.9,10.7
